Time(H.M.S),Temp_LM75/oC,Temp_BME680/oC,Temp_NTC/oC,Pressure/kPa,Humidity/%
09.34.24,23.96,32.80,30.37,101.59,26.81
09.34.58,24.46,32.79,30.32,101.59,26.54
09.35.32,24.46,32.77,30.34,101.59,26.61
09.36.06,24.46,32.77,30.37,101.59,26.82
09.36.40,24.46,32.75,30.32,101.59,26.36
09.37.13,24.46,32.74,30.37,101.59,26.42
09.37.47,24.46,32.72,30.35,101.59,26.55
09.38.21,24.46,32.73,30.32,101.59,26.77
09.38.55,24.46,32.72,30.34,101.59,26.85
09.39.39,24.46,32.72,30.34,101.59,26.89
09.40.13,24.46,32.73,30.32,101.59,26.82
09.40.47,24.46,32.72,30.35,101.59,26.56
09.41.21,24.46,32.72,30.34,101.59,26.53
09.41.55,24.46,32.72,30.37,101.59,26.64
09.42.33,24.46,32.72,30.35,101.59,26.96
09.43.08,24.46,32.71,30.39,101.59,27.11
09.43.41,24.46,32.71,30.37,101.59,26.86
09.44.15,24.46,32.71,30.37,101.59,26.87
09.45.03,24.46,32.70,30.37,101.59,27.00
09.45.37,24.46,32.72,30.34,101.59,27.09
09.46.11,24.46,32.71,30.32,101.59,27.25
09.46.45,24.46,32.71,30.37,101.59,27.32
09.47.19,24.46,32.72,30.39,101.59,27.53
09.47.52,24.46,32.72,30.34,101.59,27.62
09.48.31,24.46,32.72,30.35,101.59,27.76
09.49.05,24.46,32.72,30.34,101.59,27.76
09.49.39,24.46,32.72,30.34,101.59,27.85
09.50.13,24.46,32.72,30.30,101.59,27.81
09.50.47,24.46,32.73,30.35,101.60,27.78
09.51.21,24.46,32.73,30.39,101.59,27.78
09.51.54,24.46,32.73,30.35,101.59,27.43
09.52.33,24.46,32.75,30.35,101.59,27.79
09.53.07,24.46,32.76,30.35,101.59,27.71
09.53.41,24.46,32.76,30.41,101.60,27.97
09.54.15,24.46,32.77,30.41,101.60,28.07
09.54.49,24.46,32.78,30.37,101.60,28.22
09.55.22,24.46,32.78,30.41,101.59,28.42
09.55.56,24.46,32.79,30.41,101.60,28.22
09.56.31,24.46,32.80,30.45,101.60,28.19
09.57.04,24.46,32.80,30.45,101.60,28.23
09.57.38,24.46,32.81,30.43,101.59,28.31
09.58.12,24.46,32.81,30.43,101.59,28.61
09.58.46,24.46,32.81,30.46,101.59,28.84
09.59.20,24.46,32.83,30.45,101.60,28.77
09.59.54,24.46,32.83,30.45,101.60,28.87
10.00.35,24.46,32.84,30.48,101.60,28.87
10.01.10,24.46,32.84,30.50,101.59,28.98
10.01.44,24.46,32.85,30.46,101.59,29.00
10.02.18,24.46,32.86,30.45,101.60,28.83
10.02.52,24.46,32.86,30.50,101.60,28.53
10.03.27,24.46,32.86,30.50,101.60,28.23
10.04.01,24.46,32.87,30.46,101.60,28.21
10.04.35,24.46,32.88,30.50,101.60,28.02
10.05.08,24.46,32.89,30.48,101.60,28.07
10.05.42,24.46,32.90,30.50,101.60,27.95
10.06.16,24.46,32.91,30.56,101.60,28.33
10.06.50,24.46,32.92,30.50,101.60,28.85
10.07.24,24.46,32.94,30.52,101.59,28.69
10.07.57,24.46,32.97,30.54,101.60,28.67
10.08.31,24.46,32.98,30.50,101.60,28.56
10.09.05,24.46,33.00,30.54,101.60,28.41
10.09.39,24.46,33.02,30.54,101.60,28.31
10.10.13,24.46,33.06,30.56,101.60,28.29
10.10.47,24.46,33.08,30.52,101.60,28.44
10.11.21,24.46,33.10,30.54,101.60,28.85
10.11.54,24.46,33.12,30.63,101.60,28.98
10.12.33,24.46,33.15,30.63,101.60,29.09
10.13.07,24.46,33.17,30.61,101.60,28.89
10.13.41,24.46,33.18,30.61,101.59,29.07
10.14.14,24.46,33.20,30.56,101.59,29.21
10.14.48,24.46,33.22,30.67,101.60,29.18
10.15.22,24.46,33.24,30.63,101.60,29.45
10.15.56,24.46,33.25,30.65,101.59,29.08
10.16.35,24.46,33.27,30.61,101.59,28.80
10.17.08,24.46,33.29,30.72,101.59,29.47
10.17.42,24.46,33.30,30.71,101.59,29.32
10.18.16,24.46,33.31,30.71,101.59,28.78
10.18.50,24.46,33.32,30.72,101.59,27.89
10.19.39,24.46,33.33,30.72,101.59,28.36
10.20.13,24.46,33.34,30.78,101.59,28.92
10.20.47,24.46,33.34,30.74,101.59,29.27
10.21.20,24.46,33.33,30.74,101.59,28.91
10.21.54,24.46,33.33,30.74,101.59,27.90
10.22.33,24.46,33.32,30.80,101.59,27.49
10.23.07,24.46,33.33,30.78,101.59,27.42
10.23.41,24.46,33.32,30.76,101.59,27.79
10.24.14,24.46,33.31,30.76,101.59,27.52
10.24.48,24.46,33.31,30.80,101.59,27.44
10.25.22,24.46,33.29,30.80,101.59,27.38
10.25.56,24.46,33.29,30.82,101.59,27.03
10.26.35,24.46,33.27,30.80,101.59,27.01
10.27.09,24.46,33.27,30.82,101.59,27.13
10.27.43,24.46,33.25,30.80,101.60,26.91
10.28.17,24.46,33.24,30.80,101.59,27.00
10.28.51,24.46,33.23,30.82,101.59,26.98
10.29.24,24.46,33.22,30.87,101.59,27.07
10.29.58,24.46,33.20,30.82,101.59,27.42
10.30.34,24.46,33.19,30.80,101.59,27.64
10.31.07,24.46,33.18,30.82,101.59,27.41
10.31.41,24.46,33.17,30.82,101.60,27.22
10.32.15,24.46,33.15,30.84,101.59,26.83
10.32.49,24.46,33.13,30.82,101.59,26.55
10.33.23,24.46,33.13,30.82,101.59,26.96
10.33.57,24.46,33.11,30.76,101.59,27.08
10.34.36,24.46,33.10,30.78,101.60,27.10
10.35.09,24.46,33.08,30.82,101.59,26.89
10.35.43,24.46,33.07,30.82,101.59,27.25
10.36.17,24.46,33.05,30.78,101.59,26.53
10.36.52,24.46,33.03,30.80,101.59,26.56
10.37.26,24.46,33.02,30.80,101.59,26.59
10.38.00,24.46,33.00,30.76,101.59,26.59
10.38.35,24.46,33.00,30.82,101.59,26.63
10.39.09,24.46,32.98,30.76,101.59,26.87
10.39.43,24.46,32.97,30.74,101.59,26.59
10.40.17,24.46,32.96,30.74,101.59,26.75
10.40.50,24.46,32.94,30.76,101.59,26.71
10.41.24,24.46,32.93,30.74,101.58,26.14
10.41.58,24.46,32.92,30.72,101.58,26.91
10.42.32,24.46,32.91,30.72,101.59,26.55
10.43.06,24.46,32.90,30.72,101.59,26.93
10.43.39,24.46,32.89,30.76,101.59,27.29
10.44.13,24.46,32.87,30.72,101.59,27.43
10.44.47,24.46,32.86,30.76,101.59,26.50
10.45.21,24.46,32.85,30.72,101.59,26.77
10.45.55,24.46,32.84,30.69,101.59,27.13
10.46.33,24.46,32.83,30.72,101.59,27.45
10.47.07,24.46,32.82,30.71,101.59,27.45
10.47.41,24.46,32.81,30.69,101.59,27.19
10.48.14,24.46,32.82,30.72,101.59,27.14
10.48.54,24.46,32.80,30.67,101.59,27.33
10.49.34,24.46,32.80,30.65,101.59,27.20
10.50.08,24.46,32.79,30.61,101.59,26.96
10.50.42,24.46,32.78,30.65,101.59,26.86
10.51.16,24.46,32.78,30.67,101.59,27.03
10.51.49,24.46,32.77,30.63,101.59,27.48
10.52.23,24.46,32.76,30.61,101.59,27.39
10.52.57,24.46,32.76,30.59,101.59,27.32
10.53.31,24.46,32.75,30.63,101.59,27.22
10.54.20,24.46,32.74,30.65,101.59,27.03
10.54.54,24.46,32.74,30.63,101.59,27.43
10.55.33,24.46,32.73,30.59,101.59,27.54
10.56.07,24.46,32.73,30.61,101.59,27.76
10.56.41,24.46,32.73,30.59,101.59,27.71
10.57.15,24.46,32.72,30.61,101.59,27.71
10.57.48,24.46,32.72,30.61,101.59,27.72
10.58.22,24.46,32.71,30.54,101.59,27.68
10.58.56,24.46,32.72,30.59,101.59,27.63
10.59.31,24.46,32.71,30.63,101.59,27.25
11.00.05,24.46,32.71,30.61,101.58,27.42
11.00.39,24.46,32.70,30.54,101.59,27.58
11.01.13,24.46,32.70,30.54,101.59,27.92
11.01.46,23.96,32.69,30.63,101.59,27.77
11.02.20,24.46,32.68,30.58,101.59,27.51
11.02.54,24.46,32.68,30.58,101.59,27.91
11.03.34,24.46,32.67,30.56,101.58,27.96
11.04.08,23.96,32.67,30.59,101.59,27.89
11.04.42,24.46,32.67,30.52,101.59,27.87
11.05.16,24.46,32.66,30.54,101.59,28.06
11.05.49,24.46,32.38,30.43,101.59,25.91
11.06.23,24.46,32.21,30.34,101.59,25.76
11.06.57,24.46,32.18,30.37,101.59,26.59
11.07.31,23.96,32.17,30.32,101.59,26.83
11.08.04,23.96,32.21,30.41,101.59,27.45
11.08.38,23.96,32.27,30.37,101.59,27.96
11.09.12,24.46,32.34,30.35,101.59,28.74
11.09.46,23.96,32.42,30.46,101.60,29.17
11.10.19,23.96,32.49,30.56,101.59,29.30
11.10.53,23.96,32.57,30.58,101.59,29.54
11.11.34,23.96,32.67,30.63,101.59,29.47
11.12.08,23.96,32.76,30.59,101.59,29.97
11.12.42,23.96,32.84,30.72,101.61,30.58
11.13.16,23.96,32.90,30.76,101.59,28.74
11.13.49,23.96,32.97,30.85,101.59,29.81
11.14.23,23.96,33.02,30.84,101.59,28.22
11.14.57,23.96,33.07,30.91,101.59,27.88
11.15.36,23.96,33.14,30.93,101.59,28.42
11.16.09,23.96,33.21,30.97,101.59,28.80
11.16.43,23.96,33.28,31.06,101.59,29.20
11.17.17,23.96,33.36,31.10,101.59,29.45
11.17.51,23.96,33.43,31.13,101.59,29.64
11.18.24,23.96,33.51,31.21,101.59,29.51
11.18.58,23.96,33.60,31.26,101.58,29.61
11.19.32,23.96,33.68,31.23,101.58,29.76
11.20.05,23.96,33.77,31.36,101.59,29.78
11.20.39,23.96,33.84,31.49,101.58,29.77
11.21.13,23.96,33.92,31.53,101.57,29.64
11.21.46,23.96,33.98,31.56,101.59,29.45
11.22.20,23.96,34.07,31.60,101.59,29.64
11.22.54,23.96,34.14,31.66,101.59,29.65
11.23.34,23.96,34.21,31.75,101.58,29.57
11.24.08,23.96,34.28,31.81,101.59,29.51
11.24.42,23.96,34.34,31.85,101.59,29.32
11.25.15,23.96,34.41,31.85,101.58,29.21
11.25.55,23.96,34.47,31.96,101.58,29.02
11.26.37,23.96,34.53,32.05,101.59,28.74
11.27.10,23.96,34.58,32.05,101.58,28.53
11.27.44,23.96,34.62,32.13,101.58,28.43
11.28.18,23.96,34.67,32.17,101.59,28.56
11.29.07,23.96,34.73,32.20,101.59,28.26
11.29.41,23.96,34.77,32.24,101.58,28.10
11.30.15,23.96,34.80,32.30,101.58,28.04
11.30.48,23.96,34.83,32.32,101.58,27.89
11.31.22,23.96,34.85,32.41,101.58,27.65
11.31.56,23.96,34.88,32.45,101.59,27.81
11.32.35,23.96,34.91,32.39,101.59,27.78
11.33.09,23.96,34.93,32.47,101.58,28.07
11.33.43,23.96,34.95,32.49,101.58,27.94
11.34.17,23.96,34.96,32.53,101.58,27.74
11.34.51,23.96,34.97,32.56,101.58,27.50
11.35.24,23.96,34.99,32.60,101.58,27.67
11.35.58,23.96,35.01,32.58,101.58,27.79
11.36.32,23.96,35.03,32.60,101.58,27.68
11.37.06,23.96,35.03,32.58,101.58,27.60
11.37.40,23.96,35.04,32.60,101.58,27.92
11.38.14,23.96,35.05,32.68,101.58,27.95
11.38.47,23.96,35.05,32.68,101.58,27.92
11.39.28,23.96,35.07,32.70,101.58,27.81
11.40.01,23.96,35.07,32.70,101.59,27.80
11.40.35,23.96,35.07,32.70,101.58,28.06
11.41.14,23.96,35.08,32.70,101.59,27.94
11.41.48,23.96,35.08,32.77,101.58,28.13
11.42.22,23.96,35.08,32.68,101.58,27.72
11.42.56,23.96,35.08,32.70,101.59,28.16
11.43.31,23.96,35.08,32.74,101.58,28.49
11.44.05,23.96,35.07,32.76,101.58,28.82
11.44.38,23.46,35.08,32.77,101.58,28.71
11.45.12,23.46,35.07,32.79,101.58,28.56
11.45.46,23.46,35.07,32.79,101.58,28.88
11.46.20,23.46,35.06,32.79,101.58,29.12
11.46.54,23.46,35.07,32.83,101.58,29.63
11.47.34,23.46,35.05,32.79,101.58,29.49
11.48.08,23.46,35.05,32.83,101.58,29.31
11.48.41,23.96,35.04,32.81,101.58,29.28
11.49.20,23.46,35.04,32.77,101.58,29.71
11.49.54,23.46,35.04,32.81,101.59,29.91
11.50.33,23.46,35.03,32.83,101.59,30.09
11.51.07,23.46,35.02,32.93,101.59,30.08
11.51.46,23.46,35.02,32.87,101.59,29.88
11.52.20,23.46,35.01,32.85,101.58,30.29
11.52.54,23.46,35.00,32.77,101.59,30.41
11.53.32,23.46,34.99,32.81,101.58,30.76
11.54.05,23.46,34.98,32.83,101.58,31.09
11.54.39,23.46,34.97,32.79,101.58,30.77
11.55.13,23.46,34.96,32.81,101.58,30.36
11.55.47,23.46,34.96,32.79,101.58,30.46
11.56.21,23.46,34.95,32.83,101.58,30.16
11.56.54,23.46,34.95,32.77,101.58,30.41
11.57.34,23.46,34.95,32.79,101.58,30.63
11.58.08,23.46,34.93,32.83,101.58,31.12
11.58.42,23.46,34.93,32.85,101.57,31.13
11.59.15,23.46,34.92,32.81,101.58,31.19
11.59.49,23.46,34.91,32.72,101.58,31.72
12.00.23,23.46,34.90,32.81,101.58,31.61
12.00.57,23.46,34.89,32.77,101.58,31.39
12.01.35,23.46,34.88,32.77,101.58,31.43
12.02.09,23.46,34.88,32.77,101.58,31.95
12.02.43,23.46,34.88,32.83,101.58,32.80
12.03.17,23.46,34.87,32.77,101.58,32.90
12.04.07,23.46,34.85,32.81,101.57,32.19
12.04.40,23.46,34.84,32.77,101.57,32.64
12.05.14,23.46,34.82,32.79,101.56,32.66
12.05.48,23.46,34.82,32.76,101.56,32.97
12.06.27,23.46,34.81,32.77,101.58,33.55
12.07.01,23.46,34.81,32.79,101.58,33.95
12.07.34,23.46,34.79,32.79,101.56,34.49
12.08.08,23.46,34.78,32.81,101.57,34.08
12.08.42,23.46,34.77,32.74,101.56,33.68
12.09.16,23.46,34.76,32.77,101.56,34.43
12.09.55,23.46,34.74,32.76,101.58,35.01
12.10.33,23.46,34.72,32.85,101.57,34.34
12.11.06,23.46,34.71,32.72,101.57,33.63
12.11.40,23.46,34.71,32.74,101.56,34.09
12.12.14,23.46,34.70,32.79,101.58,33.53
12.12.48,23.46,34.70,32.70,101.58,33.66
12.13.21,23.46,34.68,32.70,101.56,34.01
12.13.55,23.46,34.69,32.72,101.57,34.22
12.14.34,23.46,34.68,32.76,101.55,34.46
12.15.08,23.46,34.66,32.68,101.55,34.70
12.15.41,23.46,34.66,32.70,101.55,35.10
12.16.15,23.46,34.64,32.70,101.56,35.67
12.16.50,23.46,34.63,32.70,101.56,36.01
12.17.24,23.46,34.61,32.68,101.56,35.94
12.17.58,23.46,34.59,32.70,101.56,35.21
12.18.31,23.46,34.58,32.66,101.56,35.24
12.19.05,23.46,34.58,32.70,101.56,35.44
12.19.39,23.46,34.58,32.74,101.56,35.63
12.20.12,23.46,34.57,32.68,101.56,35.26
12.20.46,23.46,34.57,32.72,101.56,34.71
12.21.20,23.46,34.57,32.64,101.56,34.61
12.21.53,23.46,34.58,32.68,101.56,34.75
12.22.33,23.46,34.58,32.70,101.55,34.14
12.23.06,23.46,34.60,32.68,101.55,33.30
12.23.40,23.46,34.62,32.68,101.56,32.87
12.24.19,23.46,34.65,32.70,101.56,32.61
12.24.53,23.46,34.67,32.76,101.56,32.20
12.25.28,23.46,34.71,32.70,101.56,32.24
12.26.01,23.46,34.74,32.72,101.55,32.25
12.26.35,23.46,34.78,32.74,101.56,32.09
12.27.09,23.46,34.81,32.81,101.55,32.07
12.27.43,23.46,34.85,32.81,101.55,31.83
12.28.16,23.46,34.88,32.77,101.55,31.61
12.28.50,23.46,34.92,32.81,101.56,31.59
12.29.24,23.46,34.95,32.85,101.56,31.44
12.29.57,23.46,34.98,32.89,101.56,31.56
12.30.31,23.46,35.02,32.87,101.56,31.40
12.31.05,23.46,35.06,32.89,101.56,31.51
12.31.39,23.46,35.08,32.97,101.56,31.46
12.32.14,23.46,35.12,32.93,101.56,31.26
12.32.47,23.46,35.15,33.00,101.55,31.54
12.33.22,23.46,35.18,32.98,101.55,31.34
12.33.55,23.46,35.21,33.02,101.57,31.37
12.34.35,23.46,35.23,33.06,101.55,31.26
12.35.09,23.46,35.27,33.02,101.56,31.30
12.35.42,23.46,35.29,33.08,101.56,31.42
12.36.16,23.46,35.31,33.12,101.55,31.22
12.36.50,23.46,35.33,33.16,101.55,31.15
12.37.24,23.46,35.34,33.12,101.55,30.89
12.37.57,23.46,35.36,33.16,101.55,30.83
12.38.47,23.46,35.39,33.18,101.55,30.44
12.39.21,23.46,35.40,33.19,101.55,30.33
12.39.55,23.46,35.42,33.19,101.55,30.79
12.40.30,23.46,35.42,33.25,101.56,31.62
12.41.04,23.46,35.43,33.27,101.56,31.29
12.41.37,23.46,35.43,33.27,101.56,31.41
12.42.11,23.46,35.43,33.23,101.56,31.79
12.42.45,23.46,35.42,33.29,101.56,31.05
12.43.19,23.46,35.41,33.31,101.56,31.91
12.43.52,23.46,35.39,33.21,101.56,32.48
12.44.32,23.46,35.38,33.29,101.56,32.15
12.45.06,23.46,35.37,33.25,101.57,31.77
12.45.40,23.46,35.36,33.27,101.56,32.67
12.46.14,23.46,35.35,33.27,101.56,33.08
12.46.48,23.46,35.32,33.27,101.56,33.11
12.47.22,23.46,35.31,33.23,101.56,33.41
12.47.55,23.46,35.30,33.23,101.56,33.79
12.48.36,23.46,35.28,33.31,101.56,34.90
12.49.09,23.46,35.26,33.19,101.56,34.77
12.49.43,23.46,35.25,33.25,101.56,34.86
12.50.17,23.46,35.23,33.21,101.56,35.44
12.50.51,23.46,35.20,33.14,101.56,35.96
12.51.25,23.96,35.19,33.25,101.56,36.53
12.51.58,23.46,35.17,33.23,101.56,36.91
12.52.32,23.96,35.15,33.16,101.56,36.65
12.53.06,23.96,35.13,33.14,101.57,36.11
12.53.40,23.96,35.12,33.19,101.56,36.25
12.54.13,23.96,35.11,33.18,101.56,36.55
12.54.47,23.96,35.10,33.18,101.56,36.60
12.55.22,23.96,35.08,33.16,101.56,36.44
12.55.56,23.96,35.07,33.12,101.56,36.85
12.56.35,23.96,35.05,33.08,101.56,36.92
12.57.08,23.96,35.03,33.08,101.57,36.72
12.57.42,23.96,35.03,33.10,101.56,36.37
12.58.16,23.96,35.03,33.08,101.56,36.65
12.58.49,23.96,35.03,33.08,101.57,36.39
12.59.23,23.96,35.01,33.12,101.57,36.15
12.59.57,23.96,35.01,33.00,101.57,36.17
13.00.31,23.96,35.02,33.08,101.57,36.03
13.01.05,23.96,35.01,33.04,101.56,36.06
13.01.38,23.96,35.02,33.10,101.58,36.29
13.02.12,23.96,35.02,33.14,101.57,35.99
13.02.46,23.96,35.03,33.06,101.57,35.10
13.03.20,23.96,35.03,33.08,101.56,35.01
13.03.53,23.96,35.04,33.06,101.57,34.49
13.04.34,23.96,35.07,33.06,101.58,33.97
13.05.07,23.96,35.08,33.08,101.58,33.66
13.05.41,23.96,35.10,33.14,101.58,33.40
13.06.15,23.96,35.12,33.14,101.58,32.95
13.06.49,23.96,35.14,33.08,101.58,32.87
13.07.23,23.96,35.16,33.14,101.58,32.83
13.07.56,23.96,35.17,33.21,101.58,32.90
13.08.35,23.96,35.19,33.19,101.58,32.61
13.09.09,23.96,35.21,33.14,101.58,32.61
13.09.43,23.96,35.23,33.18,101.59,32.68
13.10.16,23.96,35.23,33.21,101.58,32.64
13.10.50,23.96,35.25,33.16,101.58,32.54
13.11.24,23.96,35.27,33.21,101.58,32.35
13.11.58,23.96,35.27,33.23,101.58,32.16
13.12.31,23.96,35.28,33.23,101.57,31.69
13.13.21,23.96,35.30,33.25,101.58,31.49
13.13.55,23.96,35.31,33.21,101.58,31.52
13.14.33,23.96,35.32,33.25,101.58,31.79
13.15.07,23.96,35.34,33.27,101.58,31.57
13.15.41,23.96,35.35,33.29,101.57,31.31
13.16.14,23.96,35.36,33.31,101.58,31.39
13.16.48,23.96,35.37,33.31,101.58,31.51
13.17.22,23.96,35.38,33.31,101.56,31.52
13.17.55,23.96,35.39,33.31,101.56,31.53
13.18.34,23.96,35.41,33.37,101.57,31.68
13.19.08,23.96,35.42,33.37,101.56,32.06
13.19.42,23.96,35.43,33.37,101.57,32.01
13.20.16,23.96,35.44,33.35,101.57,31.71
13.20.49,23.96,35.44,33.35,101.56,31.54
13.21.23,23.96,35.45,33.31,101.57,31.67
13.21.57,23.96,35.46,33.33,101.56,31.90
13.22.31,23.96,35.47,33.37,101.56,31.97
13.23.05,24.46,35.46,33.37,101.56,31.58
13.23.39,24.46,35.48,33.46,101.56,31.33
13.24.12,24.46,35.49,33.44,101.56,31.43
13.24.46,23.96,35.50,33.41,101.56,31.58
13.25.20,23.96,35.50,33.44,101.56,31.29
13.25.55,23.96,35.51,33.41,101.56,31.19
13.26.34,24.46,35.51,33.46,101.56,31.14
13.27.08,23.96,35.52,33.46,101.56,31.20
13.27.42,23.96,35.53,33.46,101.56,31.37
13.28.15,24.46,35.53,33.46,101.55,31.51
13.28.49,23.96,35.54,33.46,101.55,31.23
13.29.23,24.46,35.54,33.44,101.55,31.09
13.29.57,24.46,35.55,33.46,101.55,31.29
13.30.36,24.46,35.55,33.46,101.56,31.65
13.31.10,23.96,35.55,33.50,101.55,31.51
13.31.43,24.46,35.55,33.43,101.56,31.23
13.32.17,23.96,35.56,33.48,101.56,30.94
13.32.51,23.96,35.56,33.48,101.56,30.80
13.33.25,23.96,35.57,33.44,101.56,30.54
13.33.58,23.96,35.57,33.48,101.56,30.94
13.34.32,23.96,35.58,33.46,101.56,31.75
13.35.06,23.96,35.59,33.52,101.55,32.72
13.35.40,23.96,35.59,33.54,101.56,33.40
13.36.13,23.96,35.59,33.52,101.56,33.09
13.36.47,23.96,35.60,33.54,101.56,32.53
13.37.21,23.96,35.60,33.56,101.55,32.11
13.37.54,23.96,35.62,33.56,101.55,31.89
13.38.34,23.96,35.64,33.54,101.55,31.53
13.39.08,23.96,35.67,33.56,101.55,31.36
13.39.41,23.96,35.69,33.54,101.56,31.18
13.40.15,23.96,35.71,33.60,101.56,31.16
13.40.49,23.96,35.73,33.56,101.55,31.16
13.41.35,23.96,35.76,33.60,101.56,31.12
13.42.13,23.96,35.79,33.64,101.56,31.31
13.42.47,23.96,35.80,33.66,101.56,31.17
13.43.21,23.96,35.82,33.75,101.55,31.01
13.43.55,23.96,35.84,33.69,101.56,31.04
13.44.34,23.96,35.87,33.68,101.56,31.26
13.45.07,23.96,35.88,33.69,101.55,31.12
13.45.41,23.96,35.90,33.69,101.55,30.89
13.46.15,23.96,35.91,33.73,101.55,30.92
13.46.49,23.96,35.93,33.75,101.55,31.14
13.47.23,23.96,35.93,33.79,101.55,31.26
13.48.18,23.96,35.95,33.73,101.55,30.65
13.48.51,23.96,35.95,33.75,101.55,30.38
13.49.25,23.96,35.96,33.75,101.55,30.47
13.49.59,23.96,35.96,33.77,101.55,30.21
13.50.33,23.96,35.96,33.83,101.55,30.24
13.51.06,23.96,35.96,33.81,101.55,30.21
13.51.40,23.96,35.96,33.77,101.54,30.25
13.52.15,23.96,35.95,33.83,101.55,30.20
13.52.49,23.96,35.95,33.83,101.54,30.35
13.53.22,23.96,35.94,33.81,101.54,30.42
13.53.56,23.96,35.94,33.83,101.54,30.40
13.54.37,23.96,35.93,33.77,101.55,30.51
13.55.15,23.96,35.92,33.83,101.55,30.27
13.55.49,23.96,35.90,33.77,101.55,30.11
13.56.23,23.96,35.89,33.75,101.55,29.48
13.56.56,23.96,35.88,33.83,101.55,29.75
13.57.36,23.96,35.86,33.79,101.55,30.02
13.58.10,23.96,35.85,33.73,101.55,29.95
13.58.43,23.96,35.84,33.81,101.56,30.37
13.59.17,23.96,35.83,33.75,101.55,30.83
13.59.51,23.96,35.81,33.79,101.55,30.94
14.00.25,23.96,35.79,33.71,101.55,31.06
14.00.58,23.96,35.78,33.73,101.55,31.37
14.01.32,23.96,35.76,33.73,101.54,31.65
14.02.06,23.96,35.73,33.69,101.54,31.54
14.02.40,23.96,35.71,33.75,101.55,32.29
14.03.13,23.96,35.68,33.68,101.55,31.85
14.03.47,23.96,35.66,33.75,101.55,31.38
14.04.21,23.96,35.64,33.66,101.55,31.40
14.04.55,23.96,35.62,33.69,101.55,31.53
14.05.34,23.96,35.60,33.64,101.55,32.69
14.06.08,23.96,35.59,33.60,101.55,33.81
14.06.42,23.96,35.56,33.56,101.55,33.40
14.07.16,23.96,35.54,33.62,101.55,33.34
14.07.49,23.96,35.52,33.54,101.55,33.74
14.08.23,23.96,35.50,33.58,101.55,33.60
14.08.57,23.96,35.47,33.52,101.55,32.76
14.09.31,23.96,35.45,33.50,101.55,32.86
14.10.05,23.96,35.43,33.54,101.54,33.60
14.10.39,23.96,35.42,33.43,101.55,34.42
14.11.13,23.96,35.39,33.50,101.55,34.10
14.11.46,23.96,35.37,33.46,101.56,33.62
14.12.20,23.96,35.35,33.48,101.55,34.09
14.12.54,23.96,35.34,33.43,101.56,33.81
14.13.33,23.46,35.32,33.44,101.55,33.60
14.14.07,23.96,35.30,33.41,101.56,33.83
14.14.41,23.46,35.29,33.37,101.56,33.88
14.15.14,23.96,35.28,33.33,101.55,33.64
14.15.48,23.96,35.28,33.39,101.55,33.99
14.16.22,23.96,35.27,33.41,101.55,33.86
14.16.55,23.96,35.26,33.39,101.55,33.76
14.17.34,23.96,35.25,33.31,101.56,34.47
14.18.08,23.46,35.24,33.35,101.55,34.63
