Time(H.M.S),Temp_LM75/oC,Temp_BME680/oC,Temp_NTC/oC,Pressure/kPa,Humidity/%
00.39.10,21.96,30.51,27.17,100.83,57.14
00.39.55,21.96,30.53,27.17,100.83,57.35
00.40.29,21.96,30.54,27.19,100.83,56.83
00.41.03,21.96,30.56,27.23,100.82,56.63
00.41.37,21.96,30.58,27.23,100.82,56.13
00.42.10,21.96,30.60,27.23,100.82,55.59
00.42.44,21.96,30.60,27.26,100.82,54.99
00.43.18,21.96,30.63,27.30,100.82,54.98
00.43.52,21.96,30.64,27.24,100.82,54.81
00.44.26,21.96,30.65,27.33,100.82,54.44
00.44.59,21.96,30.66,27.35,100.82,53.74
00.45.35,21.96,30.66,27.37,100.81,53.61
00.46.09,21.96,30.68,27.42,100.82,53.69
00.46.44,21.96,30.69,27.48,100.82,53.86
00.47.18,21.96,30.70,27.44,100.82,53.75
00.47.51,21.96,30.71,27.46,100.82,53.55
00.48.30,21.96,30.71,27.46,100.82,52.59
00.49.04,21.96,30.71,27.53,100.82,51.82
00.49.37,21.96,30.72,27.55,100.82,52.08
00.50.11,21.96,30.73,27.53,100.82,51.94
00.50.45,22.46,30.74,27.55,100.82,52.02
00.51.19,21.96,30.75,27.60,100.82,51.76
00.51.52,21.96,30.76,27.62,100.82,51.64
00.52.26,21.96,30.76,27.62,100.82,51.41
00.53.00,21.96,30.77,27.64,100.82,50.76
00.53.40,21.96,30.78,27.68,100.82,50.50
00.54.15,21.96,30.78,27.73,100.82,50.88
00.54.49,21.96,30.79,27.71,100.82,50.56
00.55.23,21.96,30.79,27.68,100.82,50.31
00.56.02,21.96,30.81,27.77,100.82,50.58
00.56.41,21.96,30.81,27.77,100.82,50.17
00.57.15,21.96,30.82,27.78,100.82,50.17
00.57.48,21.96,30.82,27.77,100.82,49.95
00.58.23,21.96,30.82,27.84,100.82,49.84
00.58.57,21.96,30.83,27.87,100.82,49.28
00.59.36,21.96,30.83,27.82,100.82,49.39
01.00.11,21.96,30.83,27.91,100.82,49.45
01.00.45,21.96,30.83,27.87,100.82,48.89
01.01.19,21.96,30.83,27.96,100.81,48.79
01.01.53,21.96,30.85,27.89,100.81,48.77
01.02.27,21.96,30.84,27.96,100.82,48.60
01.03.02,22.46,30.85,27.98,100.82,48.48
01.03.40,21.96,30.85,27.91,100.82,48.65
01.04.14,21.96,30.85,27.95,100.81,48.29
01.04.48,21.96,30.85,27.98,100.82,47.85
01.05.22,21.96,30.85,28.02,100.82,47.82
01.05.56,21.96,30.85,28.00,100.81,47.85
01.06.29,21.96,30.86,28.02,100.81,47.74
01.07.03,21.96,30.86,28.07,100.81,47.59
01.07.42,21.96,30.87,28.09,100.81,47.99
01.08.15,21.96,30.88,28.09,100.81,48.31
01.08.49,21.96,30.89,28.14,100.81,48.41
01.09.23,21.96,30.90,28.09,100.81,48.43
01.09.57,21.96,30.92,28.14,100.81,48.87
01.10.31,21.96,30.92,28.13,100.81,49.32
01.11.04,21.96,30.94,28.16,100.81,49.05
01.11.38,21.96,30.95,28.14,100.80,49.54
01.12.12,21.96,30.96,28.14,100.80,49.59
01.12.45,21.96,30.96,28.25,100.80,49.45
01.13.19,21.96,30.97,28.22,100.80,47.71
01.13.53,21.96,31.01,28.22,100.80,48.37
01.14.44,21.96,31.03,28.25,100.79,49.23
01.15.18,21.96,31.05,28.25,100.80,49.45
01.15.52,21.96,31.07,28.32,100.80,49.47
01.16.26,21.96,31.09,28.32,100.79,49.54
01.16.59,21.96,31.12,28.36,100.80,49.27
01.17.37,21.96,31.13,28.32,100.79,47.69
01.18.11,21.96,31.15,28.34,100.79,47.81
01.18.44,21.96,31.18,28.42,100.79,48.23
01.19.18,21.96,31.20,28.42,100.79,48.85
01.19.52,21.96,31.22,28.43,100.80,48.85
01.20.26,21.96,31.24,28.38,100.80,48.62
01.20.59,21.96,31.26,28.49,100.80,47.79
01.21.38,21.96,31.29,28.49,100.79,48.68
01.22.12,21.96,31.30,28.51,100.79,48.54
01.22.46,21.96,31.32,28.56,100.79,48.35
01.23.20,21.96,31.33,28.52,100.79,47.46
01.23.54,21.96,31.35,28.54,100.79,47.71
01.24.28,21.96,31.36,28.56,100.79,47.82
01.25.02,21.96,31.36,28.60,100.79,48.10
01.25.36,21.96,31.38,28.60,100.79,48.04
01.26.10,21.96,31.37,28.56,100.78,47.18
01.26.44,21.96,31.37,28.60,100.78,46.04
01.27.17,21.46,31.38,28.65,100.79,46.80
01.27.51,21.46,31.39,28.65,100.79,47.20
01.28.25,21.96,31.39,28.65,100.79,46.20
01.28.59,21.96,31.38,28.67,100.78,46.06
01.29.38,21.46,31.38,28.67,100.79,45.22
01.30.12,21.46,31.38,28.65,100.78,44.97
01.30.46,21.96,31.37,28.67,100.78,45.15
01.31.20,21.46,31.38,28.69,100.79,45.56
01.31.54,21.46,31.37,28.65,100.78,45.24
01.32.28,21.46,31.37,28.67,100.78,44.99
01.33.02,21.46,31.36,28.67,100.78,44.54
01.33.36,21.46,31.35,28.71,100.78,44.15
01.34.10,21.96,31.34,28.71,100.78,44.08
01.34.44,21.46,31.34,28.67,100.78,44.17
01.35.18,21.46,31.33,28.67,100.78,44.85
01.35.51,21.46,31.33,28.65,100.78,44.75
01.36.25,21.46,31.31,28.69,100.78,44.37
01.36.59,21.46,31.30,28.69,100.78,44.48
01.37.38,21.46,31.28,28.65,100.78,43.83
01.38.12,21.46,31.28,28.71,100.78,43.89
01.38.46,21.46,31.28,28.61,100.78,43.99
01.39.19,21.46,31.26,28.65,100.78,43.84
01.39.53,21.46,31.25,28.67,100.77,43.82
01.40.27,21.46,31.25,28.63,100.77,44.36
01.41.01,21.46,31.24,28.65,100.78,44.11
01.41.40,21.46,31.22,28.67,100.77,43.67
01.42.14,21.46,31.22,28.65,100.77,43.70
01.42.48,21.46,31.21,28.61,100.77,43.42
01.43.21,21.46,31.20,28.60,100.77,43.44
01.43.55,21.46,31.20,28.63,100.77,43.73
01.44.29,21.46,31.20,28.67,100.77,43.74
01.45.03,21.46,31.18,28.61,100.77,43.32
01.45.37,21.46,31.18,28.61,100.77,43.08
01.46.11,21.46,31.18,28.63,100.77,43.45
01.46.44,21.46,31.17,28.58,100.77,43.45
01.47.18,21.46,31.17,28.58,100.77,43.35
01.47.52,21.46,31.16,28.61,100.77,43.44
01.48.26,21.46,31.16,28.58,100.77,43.56
01.49.11,21.46,31.15,28.67,100.77,43.22
01.49.45,21.46,31.15,28.60,100.77,42.97
01.50.18,21.46,31.14,28.61,100.77,42.81
01.50.52,21.46,31.13,28.60,100.77,42.83
01.51.26,21.46,31.14,28.60,100.77,43.14
01.52.00,21.46,31.13,28.61,100.77,43.16
01.52.39,21.46,31.13,28.56,100.77,43.35
01.53.13,21.46,31.13,28.61,100.76,43.32
01.53.47,21.46,31.13,28.60,100.77,42.89
01.54.21,21.46,31.12,28.58,100.77,42.78
01.54.54,21.46,31.12,28.58,100.77,42.61
01.55.28,21.46,31.12,28.61,100.76,42.67
01.56.02,21.46,31.12,28.60,100.76,42.53
01.56.41,21.46,31.12,28.58,100.76,42.69
01.57.20,21.46,31.11,28.60,100.76,42.69
01.57.53,21.46,31.11,28.56,100.75,42.75
01.58.33,21.46,31.10,28.63,100.76,42.39
01.59.06,21.46,31.10,28.60,100.75,42.63
01.59.40,21.46,31.11,28.60,100.76,42.40
02.00.14,21.46,31.10,28.58,100.75,42.26
02.00.47,21.46,31.11,28.60,100.75,42.32
02.01.21,21.46,31.11,28.65,100.75,42.37
02.01.55,21.46,31.11,28.61,100.75,42.00
02.02.29,21.46,31.10,28.61,100.75,42.11
02.03.02,21.96,31.10,28.58,100.75,42.18
02.03.41,21.46,31.09,28.60,100.75,42.21
02.04.15,21.46,31.09,28.58,100.74,41.97
02.04.49,21.46,31.09,28.61,100.74,42.09
02.05.23,21.46,31.09,28.61,100.74,41.81
02.05.56,21.46,31.09,28.56,100.74,42.05
02.06.30,21.46,31.08,28.60,100.74,42.09
02.07.04,21.96,31.09,28.58,100.74,41.69
02.07.37,21.46,31.09,28.56,100.74,41.68
02.08.11,21.46,31.09,28.60,100.74,42.00
02.08.45,21.46,31.08,28.56,100.74,41.57
02.09.19,21.46,31.08,28.60,100.74,41.61
02.09.52,21.46,31.08,28.61,100.74,42.37
02.10.26,21.46,31.08,28.54,100.74,41.85
02.11.00,21.46,31.07,28.58,100.73,41.94
02.11.36,21.46,31.07,28.58,100.73,42.13
02.12.09,21.46,31.07,28.51,100.73,41.66
02.12.43,21.46,31.07,28.58,100.73,41.53
02.13.17,21.46,31.07,28.54,100.73,41.24
02.13.50,21.46,31.07,28.58,100.73,41.20
02.14.24,21.46,31.07,28.54,100.72,41.46
02.14.58,21.46,31.07,28.60,100.73,41.08
02.15.33,21.46,31.06,28.60,100.72,41.32
02.16.07,21.46,31.07,28.52,100.72,42.05
02.16.40,21.46,31.07,28.58,100.72,42.56
02.17.14,21.46,31.08,28.60,100.72,43.14
02.17.48,21.46,31.11,28.58,100.72,44.13
02.18.22,21.46,31.10,28.58,100.72,44.53
02.18.55,21.46,31.11,28.63,100.72,45.15
02.19.29,21.46,31.12,28.60,100.72,45.40
02.20.03,21.46,31.13,28.61,100.72,44.96
02.20.37,21.96,31.13,28.58,100.72,44.87
02.21.10,21.96,31.15,28.65,100.72,45.09
02.21.44,21.46,31.16,28.61,100.72,44.90
02.22.18,21.96,31.17,28.65,100.71,44.56
02.22.52,21.46,31.19,28.65,100.71,44.45
02.23.43,21.46,31.22,28.71,100.71,44.36
02.24.17,21.46,31.25,28.71,100.71,44.20
02.24.51,21.46,31.27,28.71,100.71,44.72
02.25.24,21.46,31.29,28.71,100.71,45.07
02.25.58,21.46,31.32,28.69,100.71,44.28
02.26.37,21.46,31.34,28.76,100.71,44.85
02.27.10,21.46,31.37,28.74,100.71,44.73
02.27.44,21.46,31.39,28.76,100.71,44.73
02.28.18,21.46,31.41,28.80,100.70,44.43
02.28.52,21.46,31.43,28.80,100.71,44.46
02.29.25,21.46,31.45,28.80,100.70,44.14
02.29.59,21.46,31.47,28.81,100.70,44.17
02.30.36,21.96,31.50,28.89,100.70,44.30
02.31.10,21.46,31.52,28.89,100.70,44.28
02.31.44,21.46,31.54,28.87,100.70,44.29
02.32.18,21.46,31.54,28.89,100.70,44.26
02.32.52,21.96,31.55,28.87,100.70,44.12
02.33.25,21.46,31.55,28.89,100.70,43.61
02.34.04,21.46,31.55,28.92,100.70,43.46
02.34.38,21.46,31.56,28.96,100.70,43.65
02.35.12,21.96,31.55,28.94,100.70,43.67
02.35.46,21.96,31.55,28.96,100.70,42.99
02.36.19,21.96,31.55,28.94,100.70,42.82
02.36.53,21.96,31.55,28.96,100.70,43.44
02.37.27,21.96,31.54,28.96,100.70,43.70
02.38.01,21.46,31.54,28.96,100.70,44.02
02.38.40,21.46,31.52,28.94,100.70,43.71
02.39.13,21.46,31.51,28.96,100.70,42.45
02.39.47,21.96,31.50,28.98,100.70,42.39
02.40.21,21.46,31.49,28.96,100.70,42.66
02.40.54,21.46,31.49,28.94,100.70,42.94
02.41.28,21.96,31.47,28.96,100.70,42.85
02.42.07,21.96,31.46,28.96,100.70,42.70
02.42.41,21.46,31.46,28.94,100.70,42.92
02.43.20,21.46,31.44,29.00,100.70,42.73
02.43.53,21.96,31.43,28.91,100.70,42.60
02.44.27,21.46,31.42,28.89,100.70,42.20
02.45.01,21.46,31.41,28.89,100.70,42.05
02.45.40,21.96,31.40,28.89,100.70,42.04
02.46.14,21.46,31.38,28.85,100.70,42.33
02.46.48,21.96,31.37,28.94,100.70,41.71
02.47.21,21.96,31.37,28.91,100.70,41.53
02.47.56,21.96,31.36,28.87,100.70,41.49
02.48.29,21.46,31.35,28.91,100.70,41.31
02.49.03,21.46,31.34,28.89,100.70,41.19
02.49.37,21.46,31.33,28.87,100.70,40.76
02.50.11,21.46,31.33,28.85,100.70,41.38
02.50.45,21.46,31.32,28.89,100.70,41.12
02.51.18,21.46,31.31,28.89,100.70,40.50
02.51.52,21.46,31.30,28.89,100.70,40.29
02.52.26,21.46,31.29,28.83,100.70,40.46
02.52.59,21.96,31.29,28.89,100.70,40.82
02.53.38,21.46,31.28,28.81,100.70,40.76
02.54.12,21.46,31.26,28.87,100.70,40.67
02.54.46,21.46,31.26,28.81,100.70,40.09
02.55.20,21.46,31.25,28.81,100.70,39.75
02.55.53,21.96,31.25,28.83,100.70,39.90
02.56.27,21.96,31.24,28.78,100.70,39.93
02.57.01,21.46,31.23,28.80,100.70,39.65
02.57.36,21.46,31.22,28.83,100.70,39.92
02.58.22,21.46,31.22,28.80,100.70,39.86
02.58.55,21.96,31.22,28.76,100.70,40.22
02.59.29,21.46,31.21,28.80,100.70,40.04
03.00.03,21.46,31.20,28.78,100.69,40.11
03.00.42,21.96,31.19,28.78,100.69,39.82
03.01.15,21.46,31.19,28.74,100.69,40.13
03.01.49,21.46,31.18,28.71,100.69,40.25
03.02.23,21.46,31.18,28.78,100.69,39.86
03.02.57,21.46,31.17,28.72,100.69,40.12
03.03.30,21.96,31.16,28.78,100.69,40.20
03.04.04,21.46,31.16,28.74,100.69,40.04
03.04.38,21.46,31.15,28.72,100.69,39.47
03.05.12,21.96,31.14,28.71,100.69,39.72
03.05.45,21.46,31.14,28.74,100.69,39.35
03.06.19,21.96,31.14,28.69,100.69,39.51
03.06.53,21.96,31.12,28.69,100.68,39.21
03.07.27,21.46,31.12,28.72,100.68,39.59
03.08.00,21.46,31.11,28.71,100.68,39.72
03.08.39,21.96,31.11,28.71,100.68,39.83
03.09.18,21.96,31.10,28.74,100.68,39.97
03.09.52,21.46,31.10,28.72,100.68,39.59
03.10.31,21.46,31.10,28.69,100.68,39.41
03.11.04,21.46,31.09,28.67,100.68,39.44
03.11.38,21.46,31.09,28.71,100.68,39.81
03.12.12,21.46,31.08,28.67,100.68,39.92
03.12.46,21.46,31.08,28.65,100.68,39.70
03.13.19,21.46,31.07,28.69,100.68,40.08
03.13.53,21.46,31.07,28.65,100.68,40.18
03.14.27,21.46,31.07,28.63,100.68,39.80
03.15.01,21.96,31.06,28.65,100.68,39.67
03.15.36,20.96,31.05,28.65,100.68,39.88
03.16.10,21.46,31.04,28.67,100.68,39.65
03.16.44,21.46,31.04,28.67,100.68,39.52
03.17.17,21.46,31.04,28.63,100.68,40.43
03.17.51,21.46,31.04,28.63,100.68,39.97
03.18.25,20.96,31.03,28.65,100.68,39.67
03.18.59,21.46,31.02,28.61,100.68,39.71
03.19.39,21.46,31.03,28.61,100.68,39.95
03.20.13,21.46,31.01,28.63,100.68,39.68
03.20.47,21.46,31.01,28.63,100.68,39.93
03.21.21,21.46,31.01,28.61,100.68,39.84
03.21.54,20.96,31.01,28.61,100.67,40.15
03.22.28,21.46,31.00,28.61,100.68,40.10
03.23.02,21.46,30.99,28.63,100.67,39.92
03.23.41,21.46,31.00,28.63,100.68,39.52
03.24.14,20.96,30.99,28.61,100.67,39.72
03.24.48,20.96,30.99,28.61,100.67,39.76
03.25.22,21.46,30.98,28.61,100.67,40.32
03.25.56,21.46,30.99,28.60,100.67,40.17
03.26.30,21.46,30.99,28.65,100.67,40.25
03.27.03,21.46,31.00,28.61,100.67,40.86
03.27.37,21.46,31.01,28.60,100.67,41.55
03.28.11,21.46,31.02,28.58,100.67,41.62
03.28.45,21.46,31.02,28.65,100.67,41.46
03.29.18,21.46,31.03,28.60,100.67,41.59
03.29.52,21.46,31.03,28.60,100.67,41.79
03.30.26,21.46,31.04,28.60,100.67,42.25
03.30.59,21.46,31.05,28.61,100.67,41.77
03.31.37,21.46,31.06,28.63,100.67,41.43
03.32.11,21.46,31.06,28.61,100.67,41.11
03.32.57,21.46,31.09,28.58,100.67,41.32
03.33.30,20.96,31.11,28.67,100.67,41.47
03.34.04,21.46,31.12,28.63,100.67,41.78
03.34.38,20.96,31.13,28.69,100.66,42.01
03.35.12,20.96,31.15,28.65,100.66,42.28
03.35.46,20.96,31.16,28.71,100.66,42.27
03.36.19,21.46,31.20,28.71,100.66,42.34
03.36.53,21.46,31.22,28.71,100.66,42.79
03.37.27,20.96,31.23,28.76,100.66,43.40
03.38.00,21.46,31.26,28.74,100.66,42.66
03.38.36,21.46,31.27,28.76,100.66,42.66
03.39.10,21.46,31.31,28.78,100.66,42.83
03.39.44,21.46,31.33,28.76,100.66,41.96
03.40.17,21.46,31.34,28.83,100.66,41.54
03.40.51,21.46,31.37,28.83,100.66,41.50
03.41.25,21.46,31.39,28.83,100.66,41.26
03.41.58,20.96,31.40,28.81,100.66,41.28
03.42.38,21.46,31.41,28.87,100.66,41.21
03.43.12,21.46,31.42,28.89,100.66,41.26
03.43.45,20.96,31.42,28.81,100.66,41.87
03.44.19,20.96,31.42,28.89,100.66,41.89
03.44.53,20.96,31.40,28.91,100.66,40.76
03.45.27,21.46,31.41,28.89,100.66,40.24
03.46.01,20.96,31.39,28.87,100.66,40.19
03.46.40,20.96,31.40,28.91,100.66,40.71
03.47.19,20.96,31.39,28.89,100.66,41.52
03.47.53,20.96,31.38,28.89,100.66,41.81
03.48.27,21.46,31.36,28.91,100.65,41.52
03.49.00,20.96,31.35,28.81,100.65,41.51
03.49.39,21.46,31.33,28.89,100.65,41.35
03.50.13,20.96,31.32,28.89,100.65,41.33
03.50.47,21.46,31.31,28.89,100.65,41.38
03.51.21,20.96,31.29,28.91,100.65,41.40
03.51.54,21.46,31.28,28.89,100.65,40.95
03.52.28,20.96,31.28,28.80,100.65,40.89
03.53.02,20.96,31.26,28.78,100.65,41.06
03.53.41,20.96,31.24,28.81,100.65,41.10
03.54.14,20.96,31.24,28.80,100.65,40.79
03.54.48,20.96,31.22,28.80,100.64,40.32
03.55.22,20.96,31.21,28.80,100.64,40.09
03.55.55,20.96,31.21,28.81,100.64,40.01
03.56.35,20.96,31.20,28.80,100.64,40.08
03.57.09,21.46,31.20,28.78,100.64,40.07
03.57.42,20.96,31.18,28.80,100.64,40.13
03.58.16,20.96,31.16,28.80,100.64,39.99
03.58.50,20.96,31.15,28.80,100.64,39.50
03.59.23,20.96,31.14,28.74,100.64,39.46
03.59.58,20.96,31.13,28.76,100.64,39.72
04.00.35,21.46,31.13,28.74,100.64,39.78
04.01.09,20.96,31.12,28.71,100.64,39.38
04.01.43,20.96,31.11,28.69,100.64,39.62
04.02.22,20.96,31.10,28.72,100.64,39.28
04.02.55,20.96,31.08,28.71,100.64,39.26
04.03.29,20.96,31.08,28.74,100.63,38.88
04.04.03,21.46,31.07,28.69,100.63,38.81
04.04.42,21.46,31.06,28.71,100.63,38.61
04.05.16,21.46,31.06,28.72,100.64,38.55
04.05.54,20.96,31.04,28.71,100.63,38.37
04.06.28,20.96,31.03,28.67,100.63,38.54
04.07.02,21.46,31.03,28.69,100.63,38.88
04.07.53,21.46,31.01,28.71,100.63,38.19
04.08.27,21.46,31.00,28.65,100.63,38.40
04.09.00,20.96,30.99,28.63,100.63,38.58
04.09.39,21.46,30.98,28.63,100.63,38.33
04.10.13,21.46,30.98,28.65,100.63,38.25
04.10.46,20.96,30.97,28.67,100.63,38.95
04.11.20,21.46,30.96,28.65,100.63,38.66
04.11.54,20.96,30.95,28.61,100.63,38.76
04.12.28,21.46,30.95,28.61,100.63,38.57
04.13.02,20.96,30.94,28.61,100.63,38.36
04.13.37,20.96,30.94,28.65,100.63,38.46
04.14.11,20.96,30.94,28.63,100.63,38.31
04.14.44,21.46,30.93,28.65,100.63,38.59
04.15.18,21.46,30.92,28.56,100.63,38.03
04.15.52,21.46,30.91,28.60,100.63,38.00
04.16.26,21.46,30.91,28.58,100.62,38.26
04.16.59,21.46,30.91,28.60,100.62,38.50
04.17.40,21.46,30.90,28.60,100.62,38.59
04.18.14,20.96,30.89,28.56,100.63,38.17
04.18.47,20.96,30.90,28.54,100.63,38.78
04.19.21,21.46,30.89,28.61,100.62,38.67
04.19.55,20.96,30.89,28.52,100.63,38.44
04.20.29,20.96,30.88,28.61,100.62,38.25
04.21.02,20.96,30.88,28.54,100.62,38.33
04.21.41,20.96,30.88,28.52,100.62,38.27
04.22.15,20.96,30.87,28.54,100.62,38.01
04.22.48,20.96,30.87,28.52,100.62,38.59
04.23.22,20.96,30.87,28.56,100.62,38.96
04.23.56,20.96,30.86,28.52,100.62,38.26
04.24.30,20.96,30.85,28.51,100.62,38.14
04.25.04,20.96,30.85,28.52,100.62,38.14
04.25.37,21.46,30.83,28.54,100.62,38.20
04.26.11,20.96,30.85,28.51,100.62,38.34
04.26.45,20.96,30.83,28.51,100.62,38.20
04.27.19,20.96,30.83,28.51,100.62,38.34
04.27.52,20.96,30.82,28.54,100.62,38.21
04.28.26,20.96,30.82,28.51,100.62,38.36
04.29.00,20.96,30.82,28.49,100.62,38.38
04.29.40,21.46,30.82,28.47,100.62,38.61
04.30.13,20.96,30.82,28.47,100.62,38.32
04.30.47,21.46,30.81,28.52,100.62,38.28
04.31.21,20.96,30.80,28.49,100.62,38.33
04.31.55,20.96,30.80,28.51,100.62,38.03
04.32.28,20.96,30.80,28.47,100.62,38.36
04.33.02,21.46,30.80,28.47,100.62,38.58
04.33.41,21.46,30.79,28.47,100.62,38.26
04.34.14,20.96,30.79,28.47,100.61,38.30
04.34.48,21.46,30.78,28.47,100.61,38.35
04.35.22,21.46,30.78,28.45,100.61,38.38
04.35.55,21.46,30.79,28.40,100.61,39.09
04.36.29,20.96,30.79,28.42,100.61,39.27
04.37.03,21.46,30.80,28.45,100.61,39.78
04.37.37,20.96,30.81,28.43,100.61,40.40
04.38.11,20.96,30.82,28.45,100.61,40.66
04.38.45,20.96,30.82,28.45,100.61,41.04
04.39.18,20.96,30.82,28.49,100.61,41.52
04.39.52,20.96,30.83,28.45,100.61,41.36
04.40.26,21.46,30.84,28.47,100.61,41.28
04.41.00,21.46,30.84,28.45,100.61,41.12
04.41.40,20.96,30.87,28.49,100.61,41.09
04.42.25,21.46,30.89,28.51,100.61,41.47
04.42.59,21.46,30.89,28.54,100.61,41.14
04.43.36,20.96,30.92,28.51,100.61,40.74
04.44.09,20.96,30.94,28.52,100.61,40.74
04.44.43,21.46,30.96,28.52,100.61,41.25
04.45.17,21.46,30.98,28.52,100.60,41.45
04.45.50,21.46,31.01,28.58,100.60,42.34
04.46.24,20.96,31.03,28.56,100.60,41.91
04.46.58,21.46,31.06,28.61,100.60,42.39
04.47.37,20.96,31.08,28.61,100.61,42.17
04.48.11,20.96,31.11,28.63,100.60,41.85
04.48.45,20.96,31.13,28.61,100.60,41.93
04.49.18,21.46,31.14,28.61,100.60,41.80
04.49.52,20.96,31.16,28.67,100.60,42.02
04.50.26,20.96,31.18,28.67,100.60,42.09
04.51.00,20.96,31.18,28.67,100.60,41.73
04.51.40,20.96,31.20,28.69,100.60,41.79
04.52.13,20.96,31.21,28.71,100.60,41.79
04.52.47,20.96,31.21,28.69,100.60,41.31
04.53.21,20.96,31.21,28.71,100.60,41.38
04.53.55,21.46,31.22,28.72,100.60,41.47
04.54.28,21.46,31.22,28.69,100.59,41.43
04.55.02,20.96,31.21,28.80,100.59,41.37
04.55.37,20.96,31.21,28.72,100.59,41.25
04.56.11,21.46,31.21,28.71,100.59,41.51
04.56.44,20.96,31.20,28.71,100.60,41.50
04.57.18,20.96,31.19,28.72,100.59,40.70
04.57.52,20.96,31.18,28.76,100.59,40.98
04.58.26,20.96,31.17,28.72,100.59,40.30
04.58.59,21.46,31.17,28.76,100.59,40.47
04.59.37,20.96,31.16,28.74,100.59,39.93
05.00.11,21.46,31.15,28.69,100.58,40.15
05.00.44,20.96,31.14,28.71,100.58,40.08
05.01.18,20.96,31.13,28.74,100.58,39.51
05.01.52,20.96,31.12,28.71,100.58,39.41
05.02.26,20.96,31.11,28.67,100.58,39.61
05.03.00,20.96,31.11,28.71,100.58,39.75
05.03.41,20.96,31.09,28.71,100.58,40.13
05.04.15,20.96,31.09,28.71,100.58,40.40
05.04.48,21.46,31.07,28.72,100.58,39.81
05.05.22,20.96,31.06,28.69,100.58,39.60
05.05.56,20.96,31.04,28.67,100.58,39.37
05.06.29,21.46,31.03,28.71,100.57,38.95
05.07.03,20.96,31.02,28.69,100.57,39.29
05.07.37,21.46,31.02,28.63,100.58,39.43
