Time(H.M.S),Temp_LM75/oC,Temp_BME680/oC,Temp_NTC/oC,Pressure/kPa,Humidity/%
00.42.19,22.96,35.01,33.08,99.14,39.17
00.42.53,22.96,35.03,33.12,99.15,39.04
00.43.27,22.96,35.04,33.18,99.14,38.69
00.44.01,22.96,35.05,33.14,99.15,38.56
00.44.36,22.96,35.07,33.14,99.15,38.15
00.45.10,22.96,35.09,33.16,99.15,38.03
00.45.44,22.96,35.11,33.18,99.15,37.93
00.46.17,22.96,35.13,33.18,99.15,38.34
00.46.51,22.96,35.14,33.16,99.14,38.74
00.47.25,22.96,35.16,33.18,99.14,38.82
00.47.59,22.96,35.17,33.19,99.14,38.41
00.48.38,22.96,35.20,33.25,99.14,38.18
00.49.23,22.96,35.22,33.25,99.14,38.22
00.49.57,22.96,35.24,33.25,99.13,38.16
00.50.33,22.96,35.26,33.27,99.13,38.05
00.51.07,22.96,35.27,33.31,99.13,38.16
00.51.41,22.96,35.29,33.27,99.13,38.27
00.52.15,22.96,35.30,33.27,99.13,38.28
00.52.49,22.96,35.31,33.27,99.12,37.63
00.53.23,22.96,35.33,33.27,99.13,37.55
00.53.57,22.96,35.33,33.35,99.12,38.30
00.54.33,22.96,35.35,33.35,99.12,38.52
00.55.07,22.96,35.37,33.37,99.13,38.21
00.55.40,22.96,35.37,33.39,99.12,37.23
00.56.15,22.96,35.39,33.33,99.11,37.67
00.56.48,22.96,35.39,33.35,99.11,37.67
00.57.22,22.96,35.41,33.37,99.12,37.75
00.58.01,22.96,35.41,33.37,99.11,37.83
00.58.35,22.96,35.42,33.37,99.12,38.07
00.59.09,22.96,35.42,33.37,99.11,38.16
00.59.43,22.96,35.42,33.37,99.11,38.39
01.00.16,22.96,35.42,33.37,99.10,38.19
01.00.50,22.96,35.40,33.35,99.10,38.26
01.01.36,22.96,35.40,33.37,99.10,38.08
01.02.12,22.96,35.39,33.37,99.11,38.34
01.02.46,22.96,35.38,33.37,99.10,38.02
01.03.20,22.96,35.38,33.37,99.10,38.21
01.03.53,22.96,35.37,33.37,99.10,38.04
01.04.27,22.96,35.35,33.37,99.08,37.92
01.05.01,22.96,35.35,33.41,99.11,37.74
01.05.35,22.96,35.34,33.37,99.10,38.10
01.06.09,22.96,35.32,33.35,99.09,37.62
01.06.43,22.96,35.31,33.29,99.09,37.55
01.07.17,22.96,35.30,33.37,99.09,37.37
01.07.50,22.96,35.29,33.31,99.09,37.73
01.08.24,22.96,35.28,33.33,99.09,37.59
01.08.58,22.96,35.26,33.29,99.08,37.72
01.09.43,22.96,35.25,33.31,99.09,37.39
01.10.17,22.96,35.24,33.29,99.08,37.33
01.10.51,22.96,35.23,33.29,99.08,37.48
01.11.24,22.96,35.21,33.27,99.09,37.40
01.12.11,22.96,35.20,33.27,99.07,37.47
01.12.45,22.96,35.18,33.25,99.08,37.72
01.13.19,22.96,35.18,33.27,99.09,37.56
01.13.53,22.96,35.16,33.27,99.08,37.55
01.14.27,22.96,35.15,33.27,99.08,37.43
01.15.00,22.96,35.14,33.27,99.07,37.34
01.15.39,22.96,35.12,33.23,99.07,37.36
01.16.13,22.46,35.11,33.18,99.08,37.54
01.16.47,22.96,35.10,33.18,99.07,37.34
01.17.21,22.46,35.09,33.19,99.07,37.35
01.17.54,22.46,35.08,33.18,99.07,37.36
01.18.28,22.46,35.06,33.14,99.07,37.20
01.19.02,22.46,35.05,33.16,99.08,37.29
01.19.36,22.46,35.04,33.14,99.06,37.50
01.20.09,22.46,35.03,33.19,99.07,37.50
01.20.43,22.46,35.02,33.16,99.07,37.29
01.21.17,22.46,35.00,33.16,99.07,37.29
01.21.51,22.46,34.99,33.18,99.06,37.34
01.22.25,22.46,34.99,33.12,99.06,37.64
01.22.59,22.46,34.98,33.10,99.07,37.11
01.23.38,22.46,34.96,33.08,99.06,37.22
01.24.23,22.46,34.95,33.08,99.06,37.20
01.24.57,22.46,34.94,33.08,99.06,37.29
01.25.37,22.46,34.94,33.04,99.06,37.37
01.26.11,22.46,34.93,33.08,99.05,37.14
01.26.45,22.46,34.92,33.04,99.06,37.17
01.27.18,22.46,34.91,33.04,99.07,37.31
01.27.52,22.46,34.91,33.08,99.06,37.44
01.28.26,22.46,34.91,33.06,99.05,37.24
01.29.00,22.46,34.91,33.04,99.06,36.79
01.29.38,22.46,34.90,33.10,99.06,36.95
01.30.12,22.46,34.89,33.02,99.07,36.76
01.30.46,22.46,34.90,32.95,99.06,36.89
01.31.20,22.46,34.90,32.98,99.05,36.98
01.31.53,22.46,34.89,33.06,99.06,36.69
01.32.28,22.46,34.89,33.06,99.06,36.69
01.33.02,22.46,34.88,32.98,99.06,37.16
01.33.35,22.46,34.88,33.02,99.06,36.99
01.34.09,22.46,34.88,33.00,99.05,36.99
01.34.43,22.46,34.87,32.98,99.06,36.82
01.35.17,22.46,34.86,32.95,99.04,37.06
01.35.51,22.46,34.87,32.98,99.05,37.45
01.36.24,22.46,34.86,32.98,99.05,37.35
01.36.58,22.46,34.86,32.98,99.05,37.21
01.37.37,22.46,34.85,32.97,99.06,37.28
01.38.11,22.46,34.85,32.98,99.06,37.00
01.38.45,22.46,34.84,32.98,99.05,37.26
01.39.19,22.46,34.83,32.98,99.05,37.05
01.39.53,22.46,34.83,32.98,99.05,37.26
01.40.26,22.46,34.82,32.93,99.05,37.50
01.41.00,22.46,34.82,32.98,99.05,37.16
01.41.39,22.46,34.81,32.98,99.06,37.51
01.42.13,22.46,34.81,32.97,99.05,37.45
01.42.46,22.46,34.80,32.95,99.05,37.24
01.43.20,22.46,34.79,32.95,99.05,37.24
01.43.54,22.46,34.79,32.91,99.05,37.35
01.44.28,22.46,34.77,32.91,99.05,37.53
01.45.01,22.46,34.77,32.98,99.04,37.15
01.45.35,22.46,34.77,32.93,99.04,36.93
01.46.09,22.46,34.76,32.91,99.04,37.16
01.46.43,22.46,34.75,32.89,99.04,37.23
01.47.17,22.46,34.75,32.91,99.04,37.50
01.47.51,22.46,34.74,32.89,99.03,37.15
01.48.25,22.46,34.73,32.89,99.03,36.91
01.48.58,22.46,34.72,32.87,99.02,36.99
01.49.38,22.46,34.72,32.87,99.03,37.06
01.50.11,22.46,34.72,32.91,99.04,37.42
01.50.45,22.46,34.72,32.91,99.04,37.45
01.51.19,22.46,34.71,32.89,99.03,37.37
01.51.53,22.46,34.71,32.87,99.03,37.43
01.52.27,22.46,34.70,32.89,99.02,37.98
01.53.01,22.46,34.71,32.87,99.02,37.72
01.53.37,22.46,34.70,32.83,99.03,37.47
01.54.11,22.46,34.70,32.89,99.02,37.47
01.54.45,22.46,34.69,32.89,99.02,37.50
01.55.20,22.46,34.69,32.85,99.03,37.35
01.55.54,22.46,34.68,32.81,99.02,37.37
01.56.28,22.46,34.68,32.81,99.02,37.52
01.57.01,22.46,34.68,32.83,99.03,37.58
01.57.35,22.46,34.68,32.81,99.03,37.75
01.58.09,22.46,34.68,32.79,99.02,38.15
01.58.55,22.46,34.68,32.85,99.02,38.06
01.59.29,22.46,34.68,32.83,99.02,37.82
02.00.02,22.46,34.68,32.89,99.02,37.98
02.00.36,22.46,34.68,32.83,99.02,37.97
02.01.10,22.46,34.70,32.87,99.03,38.23
02.01.44,22.46,34.71,32.83,99.04,38.46
02.02.18,22.46,34.72,32.89,99.02,38.67
02.02.52,22.46,34.73,32.77,99.02,38.87
02.03.25,22.46,34.74,32.85,99.03,38.95
02.03.59,22.46,34.75,32.89,99.04,39.12
02.04.34,22.46,34.76,32.87,99.02,39.28
02.05.08,22.46,34.77,32.91,99.03,39.10
02.05.41,22.46,34.77,32.89,99.02,38.98
02.06.15,22.46,34.79,32.89,99.02,39.22
02.06.49,22.46,34.80,32.87,99.02,39.26
02.07.23,22.46,34.81,32.91,99.02,39.30
02.08.02,22.46,34.82,32.89,99.02,39.27
02.08.36,22.46,34.82,32.89,99.01,39.31
02.09.10,22.46,34.82,32.91,99.02,38.76
02.09.44,22.46,34.84,32.91,99.01,38.67
02.10.17,22.46,34.85,32.93,99.02,38.89
02.10.51,22.46,34.86,32.91,99.01,39.00
02.11.25,22.46,34.87,32.95,99.01,38.90
02.11.59,22.46,34.87,32.91,99.01,38.52
02.12.38,22.46,34.88,32.95,99.02,38.38
02.13.12,22.46,34.90,32.91,99.02,38.85
02.13.46,22.46,34.91,32.97,99.01,38.69
02.14.20,21.96,34.91,32.95,99.01,38.33
02.14.57,22.46,34.92,32.93,99.02,38.65
02.15.37,22.46,34.92,33.02,99.00,38.79
02.16.11,22.46,34.93,33.00,99.00,38.65
02.16.44,22.46,34.93,33.00,99.02,38.46
02.17.19,22.46,34.92,32.98,99.01,37.99
02.17.53,22.46,34.93,32.97,99.01,37.72
02.18.27,22.46,34.93,32.98,99.02,38.12
02.19.00,22.46,34.92,32.98,99.01,38.35
02.19.34,22.46,34.91,32.98,99.02,38.67
02.20.08,22.46,34.90,32.98,99.00,38.29
02.20.47,22.46,34.90,32.97,99.00,37.99
02.21.20,22.46,34.89,32.89,99.00,38.04
02.21.54,22.46,34.88,32.97,99.01,38.21
02.22.28,22.46,34.86,32.95,99.02,38.54
02.23.02,22.46,34.85,32.93,99.01,37.97
02.23.36,22.46,34.85,32.97,99.01,37.92
02.24.09,22.46,34.85,32.97,99.01,38.19
02.24.43,21.96,34.83,32.93,99.01,38.23
02.25.17,21.96,34.82,32.98,99.00,38.33
02.25.51,22.46,34.81,32.87,99.01,38.46
02.26.25,21.96,34.79,32.89,99.01,38.77
02.26.58,21.96,34.79,32.89,99.00,38.90
02.27.38,21.96,34.77,32.93,99.01,38.87
02.28.11,22.46,34.77,32.87,99.01,38.83
02.28.45,21.96,34.74,32.87,99.00,38.77
02.29.19,21.96,34.73,32.85,99.02,38.38
02.29.53,21.96,34.71,32.87,99.02,38.82
02.30.27,21.96,34.71,32.89,99.01,38.85
02.31.00,21.96,34.70,32.85,99.01,38.79
02.31.39,21.96,34.69,32.91,99.01,38.47
02.32.13,21.96,34.68,32.81,99.01,38.57
02.32.46,21.96,34.67,32.79,99.00,38.56
02.33.36,21.96,34.66,32.77,99.01,38.19
02.34.10,21.96,34.65,32.83,99.01,38.58
02.34.43,21.96,34.64,32.76,99.01,38.26
02.35.17,21.96,34.63,32.87,99.00,38.32
02.35.51,21.96,34.63,32.79,99.01,38.30
02.36.25,21.96,34.62,32.77,99.00,38.31
02.36.58,21.96,34.62,32.77,99.01,38.21
02.37.36,21.96,34.61,32.79,99.00,38.21
02.38.10,21.96,34.61,32.72,99.01,38.45
02.38.44,21.96,34.61,32.74,99.01,38.28
02.39.17,21.96,34.60,32.76,99.00,37.76
02.39.51,21.96,34.59,32.76,99.00,38.35
02.40.25,21.96,34.58,32.76,99.00,38.48
02.40.59,21.96,34.58,32.77,99.00,38.50
02.41.38,21.96,34.57,32.74,99.01,38.19
02.42.12,21.96,34.56,32.76,99.00,37.88
02.42.46,21.96,34.55,32.76,98.99,38.01
02.43.20,21.96,34.55,32.72,99.00,38.31
02.43.54,21.96,34.55,32.70,99.00,38.28
02.44.28,21.96,34.54,32.70,99.00,38.04
02.45.01,21.96,34.54,32.72,99.00,38.44
02.45.40,22.46,34.53,32.68,99.01,38.12
02.46.14,21.96,34.52,32.72,99.00,38.12
02.46.48,21.96,34.52,32.68,99.00,38.45
02.47.22,21.96,34.52,32.70,99.00,38.33
02.47.55,21.96,34.51,32.68,98.99,38.42
02.48.36,21.96,34.49,32.70,99.00,38.52
02.49.10,21.96,34.49,32.68,98.98,38.74
02.49.44,21.96,34.48,32.76,99.00,38.76
02.50.17,21.96,34.48,32.70,99.01,38.63
02.50.51,21.96,34.48,32.68,99.00,38.74
02.51.26,21.96,34.47,32.68,99.01,38.74
02.52.00,21.96,34.46,32.66,98.99,38.55
02.52.34,21.96,34.45,32.68,98.99,38.36
02.53.08,21.96,34.44,32.66,99.01,38.12
02.53.42,21.96,34.44,32.62,99.01,37.90
02.54.16,21.96,34.44,32.60,98.99,37.93
02.54.50,21.96,34.44,32.62,99.00,37.73
02.55.23,21.96,34.44,32.62,99.01,37.93
02.55.57,21.96,34.44,32.60,99.01,37.79
02.56.37,21.96,34.44,32.64,99.01,37.80
02.57.11,21.96,34.44,32.62,99.00,37.91
02.57.44,21.96,34.43,32.60,99.00,38.03
02.58.18,21.96,34.43,32.60,99.01,38.26
02.58.52,21.96,34.43,32.58,99.01,37.90
02.59.26,21.96,34.42,32.60,99.01,38.24
02.59.59,21.96,34.42,32.60,99.01,38.53
03.00.38,21.96,34.41,32.62,99.01,38.40
03.01.12,21.96,34.41,32.60,99.01,38.53
03.01.46,21.96,34.41,32.58,99.02,38.28
03.02.20,21.96,34.40,32.60,99.01,37.71
03.02.54,21.96,34.41,32.58,99.02,37.98
03.03.28,21.96,34.40,32.56,99.02,38.10
03.04.01,21.96,34.40,32.58,99.02,38.21
03.04.35,21.96,34.39,32.60,99.02,38.12
03.05.09,21.96,34.39,32.62,99.02,37.81
03.05.43,21.96,34.38,32.60,99.02,37.58
03.06.16,21.96,34.38,32.60,99.03,37.69
03.06.50,21.96,34.38,32.56,99.02,37.71
03.07.24,21.96,34.38,32.60,99.02,38.19
03.08.09,21.96,34.37,32.55,99.02,38.16
03.08.43,21.96,34.37,32.60,99.03,38.19
03.09.17,21.96,34.37,32.58,99.02,38.66
03.09.50,21.96,34.36,32.53,99.02,38.12
03.10.24,21.96,34.36,32.55,99.02,38.02
03.10.58,21.96,34.36,32.53,99.02,38.06
03.11.38,21.96,34.34,32.56,99.02,38.04
03.12.12,21.96,34.34,32.56,99.02,37.92
03.12.45,21.96,34.34,32.55,99.02,37.83
03.13.19,21.96,34.33,32.55,99.02,38.05
03.13.53,21.96,34.33,32.51,99.02,38.07
03.14.27,21.96,34.33,32.51,99.03,38.00
03.15.00,21.96,34.33,32.55,99.02,38.16
03.15.39,21.96,34.32,32.51,99.03,38.17
03.16.13,21.96,34.33,32.49,99.03,38.28
03.16.47,21.96,34.32,32.51,99.04,38.53
03.17.20,21.96,34.32,32.51,99.03,38.16
03.17.54,21.96,34.31,32.53,99.03,38.23
03.18.28,21.96,34.33,32.51,99.04,38.64
03.19.02,21.96,34.33,32.51,99.02,38.96
03.19.35,21.96,34.33,32.53,99.04,38.70
03.20.09,21.96,34.33,32.47,99.03,39.24
03.20.43,21.96,34.34,32.55,99.04,39.22
03.21.17,21.96,34.34,32.55,99.03,39.15
03.21.51,21.96,34.36,32.49,99.04,39.29
03.22.24,21.96,34.37,32.53,99.03,39.49
03.22.58,21.96,34.38,32.51,99.04,39.57
03.23.37,21.96,34.38,32.51,99.04,39.65
03.24.11,21.96,34.40,32.55,99.04,39.67
03.24.44,21.96,34.41,32.51,99.03,39.74
03.25.18,21.96,34.42,32.56,99.03,39.72
03.25.52,21.96,34.43,32.60,99.04,39.95
03.26.26,21.96,34.44,32.56,99.03,40.03
03.26.59,21.96,34.45,32.60,99.03,39.85
03.27.38,21.96,34.47,32.55,99.02,39.36
03.28.12,21.96,34.48,32.55,99.04,39.63
03.28.46,22.46,34.49,32.60,99.03,39.49
03.29.20,21.96,34.50,32.60,99.04,39.17
03.29.53,21.96,34.51,32.60,99.04,38.97
03.30.27,21.96,34.51,32.60,99.04,39.06
03.31.01,21.96,34.52,32.56,99.04,39.13
03.31.35,21.96,34.53,32.60,99.05,39.04
03.32.09,21.96,34.54,32.66,99.05,38.95
03.32.42,22.46,34.54,32.60,99.05,38.41
03.33.16,22.46,34.54,32.62,99.06,38.78
03.33.50,21.96,34.55,32.62,99.04,39.10
03.34.24,21.96,34.55,32.68,99.05,39.01
03.34.57,21.96,34.56,32.62,99.05,39.10
03.35.37,21.96,34.56,32.60,99.05,39.16
03.36.11,21.96,34.56,32.62,99.06,39.13
03.36.45,21.96,34.56,32.58,99.05,39.11
03.37.19,21.96,34.56,32.60,99.05,38.94
03.37.53,21.96,34.55,32.58,99.05,38.95
03.38.26,21.96,34.55,32.62,99.05,38.80
03.39.00,21.96,34.55,32.66,99.05,38.43
03.39.34,21.96,34.55,32.60,99.05,38.33
03.40.08,21.96,34.55,32.62,99.05,38.32
03.40.42,21.96,34.54,32.60,99.05,38.35
03.41.16,21.96,34.54,32.64,99.06,38.54
03.41.50,21.96,34.54,32.58,99.05,38.10
03.42.40,21.96,34.53,32.60,99.05,38.13
03.43.13,21.96,34.52,32.58,99.06,38.39
03.43.47,21.96,34.53,32.58,99.05,38.41
03.44.21,21.96,34.52,32.64,99.05,38.29
03.44.55,21.96,34.52,32.60,99.06,38.35
03.45.28,21.96,34.51,32.58,99.05,38.05
03.46.02,21.96,34.51,32.60,99.05,38.41
03.46.36,21.96,34.50,32.60,99.05,38.81
03.47.10,21.96,34.50,32.60,99.07,38.86
03.47.44,21.96,34.50,32.55,99.04,38.30
03.48.22,21.96,34.49,32.60,99.07,38.52
03.48.56,21.96,34.48,32.62,99.06,38.28
03.49.37,21.96,34.48,32.60,99.06,38.72
03.50.10,21.96,34.47,32.55,99.06,38.96
03.50.44,21.96,34.47,32.53,99.06,38.87
03.51.18,21.96,34.45,32.62,99.06,38.66
03.51.51,21.96,34.45,32.56,99.07,38.55
03.52.25,21.96,34.44,32.60,99.07,38.30
03.52.59,21.96,34.44,32.58,99.07,38.32
03.53.38,21.96,34.42,32.55,99.07,38.59
03.54.12,21.96,34.42,32.55,99.07,38.72
03.54.46,21.96,34.41,32.58,99.06,38.81
03.55.19,21.96,34.41,32.55,99.08,38.51
03.55.53,21.96,34.40,32.55,99.07,38.43
03.56.27,21.96,34.40,32.58,99.08,38.53
03.57.00,21.96,34.39,32.58,99.07,38.42
03.57.44,21.96,34.38,32.58,99.08,37.98
03.58.18,21.96,34.38,32.56,99.09,38.22
03.58.52,21.96,34.39,32.62,99.07,38.59
03.59.26,21.96,34.38,32.51,99.07,38.18
03.59.59,21.96,34.37,32.49,99.08,38.15
04.00.38,21.96,34.37,32.47,99.06,38.00
04.01.12,21.96,34.37,32.56,99.08,37.90
04.01.52,21.96,34.37,32.51,99.08,38.55
04.02.26,21.96,34.36,32.53,99.08,38.56
04.03.00,21.96,34.35,32.51,99.08,38.07
04.03.38,21.96,34.34,32.56,99.07,38.17
04.04.12,21.96,34.35,32.51,99.09,38.40
04.04.47,21.96,34.34,32.51,99.07,38.21
04.05.20,21.96,34.34,32.47,99.08,38.42
04.05.55,21.96,34.33,32.47,99.07,38.20
04.06.29,21.96,34.33,32.49,99.08,38.07
04.07.03,21.96,34.34,32.51,99.09,37.88
04.07.37,21.96,34.32,32.47,99.07,37.70
04.08.13,21.96,34.33,32.51,99.08,38.20
04.08.47,21.96,34.32,32.49,99.08,38.58
04.09.21,21.96,34.32,32.47,99.08,38.54
04.09.55,21.96,34.31,32.49,99.08,38.06
04.10.31,21.96,34.32,32.49,99.08,37.86
04.11.04,21.96,34.31,32.49,99.08,38.27
04.11.38,21.96,34.31,32.47,99.09,38.01
04.12.12,21.96,34.30,32.51,99.08,37.94
04.12.46,21.96,34.30,32.49,99.09,37.95
04.13.20,21.96,34.30,32.49,99.08,37.98
04.13.54,21.96,34.30,32.51,99.08,38.11
04.14.28,21.96,34.29,32.47,99.08,38.25
04.15.02,21.96,34.29,32.45,99.09,37.81
04.15.36,21.96,34.29,32.49,99.09,37.74
04.16.10,21.96,34.29,32.51,99.08,37.62
04.16.43,21.96,34.28,32.43,99.08,37.74
04.17.28,21.96,34.28,32.47,99.09,37.74
04.18.02,21.96,34.28,32.51,99.09,37.93
04.18.36,21.96,34.28,32.47,99.09,37.89
04.19.10,21.96,34.27,32.45,99.09,37.85
04.19.44,21.96,34.27,32.43,99.08,37.93
04.20.17,21.96,34.26,32.41,99.09,37.68
04.20.51,21.96,34.27,32.41,99.09,37.52
04.21.25,21.96,34.27,32.45,99.09,37.78
04.21.58,21.96,34.26,32.45,99.09,37.91
04.22.38,22.46,34.26,32.43,99.09,38.11
04.23.11,21.96,34.26,32.39,99.09,38.11
04.23.45,21.96,34.25,32.36,99.10,37.92
04.24.19,21.96,34.25,32.47,99.09,37.80
04.24.52,22.46,34.25,32.41,99.09,37.59
04.25.26,21.96,34.25,32.39,99.09,37.88
04.26.00,21.96,34.25,32.41,99.09,37.64
04.26.34,21.96,34.24,32.39,99.10,37.82
04.27.08,21.96,34.24,32.41,99.09,38.00
04.27.42,21.96,34.24,32.39,99.09,37.68
04.28.15,21.96,34.23,32.43,99.09,37.55
04.28.49,21.96,34.24,32.39,99.10,37.82
04.29.23,21.96,34.24,32.41,99.10,37.79
04.29.57,21.96,34.24,32.38,99.10,37.45
04.30.37,21.96,34.24,32.38,99.10,37.56
04.31.10,21.96,34.23,32.45,99.10,37.62
04.31.44,21.96,34.25,32.39,99.10,37.98
04.32.18,21.96,34.25,32.41,99.09,37.74
04.32.52,21.96,34.25,32.41,99.11,37.97
04.33.25,21.96,34.25,32.41,99.10,38.11
04.33.59,21.96,34.25,32.41,99.10,37.75
04.34.38,21.96,34.25,32.41,99.10,37.67
04.35.12,21.96,34.25,32.41,99.10,37.50
04.35.45,21.96,34.24,32.41,99.10,37.56
04.36.19,21.96,34.25,32.39,99.10,37.62
04.36.53,21.96,34.23,32.41,99.10,37.87
04.37.28,21.96,34.24,32.41,99.10,38.02
04.38.02,21.96,34.23,32.39,99.11,37.99
04.38.35,21.96,34.24,32.39,99.10,37.84
04.39.09,21.96,34.23,32.43,99.10,37.96
04.39.43,21.96,34.24,32.41,99.10,37.95
04.40.17,21.96,34.25,32.39,99.10,38.03
04.40.51,21.96,34.26,32.45,99.10,38.33
04.41.24,22.46,34.27,32.39,99.10,38.88
04.41.58,21.96,34.28,32.39,99.10,39.18
04.42.37,21.96,34.29,32.41,99.10,39.14
04.43.11,21.96,34.31,32.41,99.11,38.80
04.43.45,21.96,34.32,32.39,99.11,38.73
04.44.18,21.96,34.34,32.41,99.11,38.88
04.44.52,21.96,34.36,32.45,99.11,39.12
04.45.26,21.96,34.38,32.51,99.11,39.24
04.46.00,22.46,34.40,32.51,99.11,39.28
04.46.38,21.96,34.41,32.51,99.11,39.11
04.47.12,21.96,34.43,32.47,99.11,39.03
04.47.46,21.96,34.44,32.47,99.11,39.09
04.48.19,21.96,34.46,32.55,99.11,39.07
04.48.53,21.96,34.47,32.53,99.11,39.10
04.49.27,21.96,34.49,32.53,99.10,38.90
04.50.01,21.96,34.50,32.51,99.11,38.99
04.50.35,21.96,34.52,32.56,99.11,39.08
04.51.08,21.96,34.52,32.58,99.11,39.24
04.51.54,21.96,34.54,32.58,99.11,39.08
04.52.28,21.96,34.55,32.53,99.11,39.17
04.53.01,21.96,34.57,32.58,99.11,39.11
04.53.35,21.96,34.57,32.60,99.10,39.22
04.54.09,21.96,34.58,32.56,99.10,39.02
04.54.43,21.96,34.58,32.60,99.10,39.00
04.55.17,21.96,34.59,32.62,99.10,38.91
04.55.51,21.96,34.59,32.60,99.10,38.77
04.56.24,21.96,34.60,32.62,99.10,38.45
04.56.58,21.96,34.59,32.62,99.10,38.44
04.57.36,21.96,34.60,32.60,99.11,38.01
04.58.10,21.96,34.60,32.62,99.11,38.39
04.58.44,21.96,34.60,32.60,99.10,38.77
04.59.18,21.96,34.59,32.62,99.10,38.65
04.59.52,21.96,34.59,32.60,99.10,38.07
05.00.25,21.96,34.59,32.62,99.10,38.63
05.00.59,21.96,34.59,32.62,99.11,38.83
05.01.39,21.96,34.59,32.60,99.11,39.04
05.02.13,21.96,34.58,32.60,99.11,38.95
05.02.47,21.96,34.57,32.60,99.11,38.68
05.03.20,21.96,34.57,32.58,99.10,38.47
05.03.54,21.96,34.55,32.60,99.10,38.41
05.04.28,21.96,34.55,32.58,99.10,38.42
05.05.02,21.96,34.55,32.60,99.11,38.59
05.05.36,21.96,34.54,32.60,99.10,38.63
05.06.09,21.96,34.53,32.60,99.10,38.85
05.06.43,21.96,34.52,32.60,99.10,38.45
05.07.17,21.96,34.51,32.60,99.10,38.41
